season,match_type,match_name,round,date,home_team,away_team,result,win_loss
2006,中乙南区预赛,中乙南区预赛1轮,第1轮,2006-05-06,安徽九方,上海东亚,2-0,负
2006,中乙南区预赛,中乙南区预赛2轮,第2轮,2006-05-13,武汉雅琪,上海东亚,2-0,负
2006,中乙南区预赛,中乙南区预赛4轮,第4轮,2006-05-27,丽江东巴,上海东亚,1-0,负
2006,中乙南区预赛,中乙南区预赛5轮,第5轮,2006-06-03,上海东亚,宁波中豹,1-1,平
2006,中乙南区预赛,中乙南区预赛6轮,第6轮,2006-07-15,广西天基,上海东亚,3-2,负
2006,中乙南区预赛,中乙南区预赛7轮,第7轮,2006-07-22,上海东亚,苏州趣普仕,5-2,胜
2006,中乙南区预赛,中乙南区预赛8轮,第8轮,2006-07-29,上海东亚,四川,2-2,平
2006,中乙南区预赛,中乙南区预赛9轮,第9轮,2006-08-05,上海东亚,宁波华奥,1-2,负
2006,中乙南区预赛,中乙南区预赛10轮,第10轮,2006-08-12,上海东亚,安徽九方,1-2,负
2006,中乙南区预赛,中乙南区预赛11轮,第11轮,2006-08-19,上海东亚,武汉雅琪,4-1,胜
2006,中乙南区预赛,中乙南区预赛13轮,第13轮,2006-09-02,上海东亚,丽江东巴,3-5,负
2006,中乙南区预赛,中乙南区预赛14轮,第14轮,2006-09-09,宁波中豹,上海东亚,0-0,平
2006,中乙南区预赛,中乙南区预赛15轮,第15轮,2006-09-16,上海东亚,广西天基,1-3,负
2006,中乙南区预赛,中乙南区预赛16轮,第16轮,2006-09-23,苏州趣普仕,上海东亚,1-4,胜
2006,中乙南区预赛,中乙南区预赛17轮,第17轮,2006-09-30,四川,上海东亚,1-1,平
2006,中乙南区预赛,中乙南区预赛18轮,第18轮,2006-10-07,宁波华奥,上海东亚,1-1,平
2007,中乙北区预赛,中乙北区预赛1轮,第1轮,2007-05-05,上海东亚,青岛黎明,5-1,胜
2007,中乙北区预赛,中乙北区预赛2轮,第2轮,2007-05-12,天津东丽,上海东亚,0-0,平
2007,中乙北区预赛,中乙北区预赛3轮,第3轮,2007-05-26,上海东亚,杭州三超,4-0,胜
2007,中乙北区预赛,中乙北区预赛4轮,第4轮,2007-06-02,呼和浩特滨海,上海东亚,2-4,胜
2007,中乙北区预赛,中乙北区预赛5轮,第5轮,2007-06-09,上海东亚,火车头泰丽达,3-1,胜
2007,中乙北区预赛,中乙北区预赛6轮,第6轮,2007-06-23,上海东亚,新疆体彩,2-3,负
2007,中乙北区预赛,中乙北区预赛7轮,第7轮,2007-06-30,镇江中安,上海东亚,0-0,平
2007,中乙北区预赛,中乙北区预赛8轮,第8轮,2007-08-04,青岛黎明,上海东亚,0-4,胜
2007,中乙北区预赛,中乙北区预赛9轮,第9轮,2007-08-11,上海东亚,天津东丽,2-1,胜
2007,中乙北区预赛,中乙北区预赛11轮,第11轮,2007-09-01,上海东亚,呼和浩特滨海,0-0,平
2007,中乙北区预赛,中乙北区预赛12轮,第12轮,2007-09-08,火车头泰丽达,上海东亚,2-0,负
2007,中乙北区预赛,中乙北区预赛10(补赛)轮,第10轮（补赛）,2007-09-14,杭州三超,上海东亚,0-1,胜
2007,中乙北区预赛,中乙北区预赛13轮,第13轮,2007-09-22,新疆体彩,上海东亚,1-2,胜
2007,中乙北区预赛,中乙北区预赛14轮,第14轮,2007-09-29,上海东亚,镇江中安,3-1,胜
2007,中乙总决赛,中乙总决赛半决赛首回合轮,半决赛首回合,2007-11-20,安徽九华山,上海东亚,1-1,平
2007,中乙总决赛,中乙总决赛半决赛次回合轮,半决赛次回合,2007-11-22,上海东亚,安徽九华山,2-1,胜
2007,中乙总决赛,中乙总决赛决赛,决赛,2007-11-25,四川,上海东亚,1-2,胜
2008,中甲联赛,中甲联赛1轮,第1轮,2008-04-05,八一南昌,上海东亚,0-0,平
2008,中甲联赛,中甲联赛2轮,第2轮,2008-04-13,上海东亚,青岛海利丰,1-2,负
2008,中甲联赛,中甲联赛3轮,第3轮,2008-04-18,上海东亚,北京宏登,1-1,平
2008,中甲联赛,中甲联赛5轮,第5轮,2008-05-02,上海东亚,南京有有,1-1,平
2008,中甲联赛,中甲联赛6轮,第6轮,2008-05-10,烟台毅腾飓风,上海东亚,2-2,平
2008,中甲联赛,中甲联赛7轮,第7轮,2008-05-18,上海东亚,安徽九方,1-2,负
2008,中甲联赛,中甲联赛8轮,第8轮,2008-05-31,上海东亚,四川,2-1,胜
2008,中甲联赛,中甲联赛9轮,第9轮,2008-06-06,上海东亚,延边,2-1,胜
2008,中甲联赛,中甲联赛10轮,第10轮,2008-06-14,北京理工,上海东亚,0-0,平
2008,中甲联赛,中甲联赛11轮,第11轮,2008-06-21,上海东亚,江苏舜天,0-2,负
2008,中甲联赛,中甲联赛12轮,第12轮,2008-06-28,上海东亚,重庆力帆,1-0,胜
2008,中甲联赛,中甲联赛13轮,第13轮,2008-07-05,上海东亚,无锡众邦,1-1,平
2008,中甲联赛,中甲联赛14轮,第14轮,2008-07-13,上海东亚,八一南昌,0-1,负
2008,中甲联赛,中甲联赛15轮,第15轮,2008-08-30,青岛海利丰,上海东亚,0-2,胜
2008,中甲联赛,中甲联赛18轮,第18轮,2008-09-20,南京有有,上海东亚,3-2,负
2008,中甲联赛,中甲联赛19轮,第19轮,2008-09-26,上海东亚,烟台毅腾飓风,3-1,胜
2008,中甲联赛,中甲联赛20轮,第20轮,2008-10-05,安徽九方,上海东亚,1-2,胜
2008,中甲联赛,中甲联赛21轮,第21轮,2008-10-11,四川,上海东亚,1-1,平
2008,中甲联赛,中甲联赛22轮,第22轮,2008-10-18,延边,上海东亚,0-2,胜
2008,中甲联赛,中甲联赛23轮,第23轮,2008-10-25,上海东亚,北京理工,0-1,负
2008,中甲联赛,中甲联赛16(补赛)轮,第16轮（补赛）,2008-10-28,北京宏登,上海东亚,2-0,负
2008,中甲联赛,中甲联赛24轮,第24轮,2008-10-31,江苏舜天,上海东亚,4-1,负
2008,中甲联赛,中甲联赛25轮,第25轮,2008-11-08,重庆力帆,上海东亚,1-0,负
2008,中甲联赛,中甲联赛26轮,第26轮,2008-11-15,无锡众邦,上海东亚,2-1,负
2009,中甲联赛,中甲联赛1轮,第1轮,2009-03-29,上海东亚,延边,2-1,胜
2009,中甲联赛,中甲联赛2轮,第2轮,2009-04-04,南京有有,上海东亚,1-0,负
2009,中甲联赛,中甲联赛3轮,第3轮,2009-04-11,上海东亚,上海浦东中邦,2-0,胜
2009,中甲联赛,中甲联赛4轮,第4轮,2009-04-18,四川西部智谷,上海东亚,1-3,胜
2009,中甲联赛,中甲联赛5轮,第5轮,2009-04-25,上海东亚,辽宁宏运,0-0,平
2009,中甲联赛,中甲联赛6轮,第6轮,2009-05-02,北京燕捷圣,上海东亚,1-2,胜
2009,中甲联赛,中甲联赛7轮,第7轮,2009-05-08,上海东亚,南昌八一衡源,2-1,胜
2009,中甲联赛,中甲联赛8轮,第8轮,2009-05-17,上海东亚,安徽九方,0-0,平
2009,中甲联赛,中甲联赛10轮,第10轮,2009-06-20,青岛海利丰,上海东亚,0-2,胜
2009,中甲联赛,中甲联赛11轮,第11轮,2009-06-27,广东日之泉,上海东亚,4-2,负
2009,中甲联赛,中甲联赛12轮,第12轮,2009-07-04,沈阳东进,上海东亚,0-0,平
2009,中甲联赛,中甲联赛13轮,第13轮,2009-07-15,上海东亚,北京理工贵人鸟,2-1,胜
2009,中甲联赛,中甲联赛14轮,第14轮,2009-08-08,延边,上海东亚,1-1,平
2009,中甲联赛,中甲联赛16轮,第16轮,2009-08-21,上海浦东中邦,上海东亚,2-1,负
2009,中甲联赛,中甲联赛17轮,第17轮,2009-08-28,上海东亚,四川西部智谷,6-1,胜
2009,中甲联赛,中甲联赛18轮,第18轮,2009-09-02,辽宁,上海东亚,2-0,负
2009,中甲联赛,中甲联赛19轮,第19轮,2009-09-06,上海东亚,北京燕捷圣,3-0,胜
2009,中甲联赛,中甲联赛20轮,第20轮,2009-09-12,南昌八一衡源,上海东亚,3-1,负
2009,中甲联赛,中甲联赛21轮,第21轮,2009-09-19,安徽九方,上海东亚,1-2,胜
2009,中甲联赛,中甲联赛15(补赛)轮,第15轮（补赛）,2009-09-29,上海东亚,南京有有,4-0,胜
2009,中甲联赛,中甲联赛23轮,第23轮,2009-10-10,上海东亚,青岛海利丰,4-1,胜
2009,中甲联赛,中甲联赛24轮,第24轮,2009-10-14,上海东亚,广东日之泉,1-0,胜
2009,中甲联赛,中甲联赛25轮,第25轮,2009-10-18,上海东亚,沈阳东进,2-3,负
2009,中甲联赛,中甲联赛26轮,第26轮,2009-10-25,北京理工贵人鸟,上海东亚,1-1,平
2010,中甲联赛,中甲联赛1轮,第1轮,2010-04-04,上海东亚,广东日之泉,2-0,胜
2010,中甲联赛,中甲联赛2轮,第2轮,2010-04-10,湖北东方国旅,上海东亚,0-0,平
2010,中甲联赛,中甲联赛3轮,第3轮,2010-04-16,上海东亚,南京有有,0-0,平
2010,中甲联赛,中甲联赛4轮,第4轮,2010-04-22,湖南湘涛,上海东亚,2-1,负
2010,中甲联赛,中甲联赛5轮,第5轮,2010-04-25,北京理工,上海东亚,1-2,胜
2010,中甲联赛,中甲联赛6轮,第6轮,2010-05-01,上海浦东中邦,上海东亚,0-0,平
2010,中甲联赛,中甲联赛7轮,第7轮,2010-05-07,上海东亚,广州广汽恒大,1-3,负
2010,中甲联赛,中甲联赛8(补赛)轮,第8轮（补赛）,2010-06-05,上海东亚,沈阳东进,0-0,平
2010,中甲联赛,中甲联赛9轮,第9轮,2010-05-22,成都谢菲联,上海东亚,0-3,胜
2010,中甲联赛,中甲联赛10轮,第10轮,2010-05-29,安徽九方,上海东亚,0-1,胜
2010,中甲联赛,中甲联赛12轮,第12轮,2010-07-20,上海东亚,北京八喜,0-0,平
2010,中甲联赛,中甲联赛13轮,第13轮,2010-07-24,延边,上海东亚,1-0,负
2010,中甲联赛,中甲联赛14轮,第14轮,2010-07-31,广东日之泉,上海东亚,1-2,胜
2010,中甲联赛,中甲联赛15轮,第15轮,2010-08-07,上海东亚,湖北东方国旅,1-0,胜
2010,中甲联赛,中甲联赛16轮,第16轮,2010-08-15,南京有有,上海东亚,2-2,平
2010,中甲联赛,中甲联赛17轮,第17轮,2010-08-21,上海东亚,湖南湘涛,2-1,胜
2010,中甲联赛,中甲联赛18轮,第18轮,2010-08-24,上海东亚,北京理工,1-1,平
2010,中甲联赛,中甲联赛19轮,第19轮,2010-08-28,上海东亚,上海浦东中邦,4-1,胜
2010,中甲联赛,中甲联赛20轮,第20轮,2010-09-04,广州广汽恒大,上海东亚,1-1,平
2010,中甲联赛,中甲联赛21轮,第21轮,2010-09-12,沈阳东进,上海东亚,3-1,负
2010,中甲联赛,中甲联赛22轮,第22轮,2010-09-19,上海东亚,成都谢菲联,0-1,负
2010,中甲联赛,中甲联赛23轮,第23轮,2010-09-24,上海东亚,安徽九方,1-0,胜
2010,中甲联赛,中甲联赛25轮,第25轮,2010-10-23,北京八喜,上海东亚,0-0,平
2010,中甲联赛,中甲联赛26轮,第26轮,2010-10-30,上海东亚,延边,0-0,平
2011,中甲联赛,中甲联赛1轮,第1轮,2011-03-27,上海东亚,大连阿尔滨,0-1,负
2011,中甲联赛,中甲联赛2轮,第2轮,2011-04-03,重庆力帆,上海东亚,1-0,负
2011,中甲联赛,中甲联赛3轮,第3轮,2011-04-09,上海东亚,湖南湘涛,2-2,平
2011,中甲联赛,中甲联赛4轮,第4轮,2011-04-13,上海东亚,北京八喜,1-0,胜
2011,中甲联赛,中甲联赛5轮,第5轮,2011-04-18,上海东亚,天津润宇隆,2-1,胜
2011,中甲联赛,中甲联赛6轮,第6轮,2011-04-24,上海东亚,湖北中博,0-0,平
2011,中甲联赛,中甲联赛7轮,第7轮,2011-04-30,沈阳东进,上海东亚,1-1,平
2011,足协杯,足协杯第一轮,第1轮,2011-05-05,上海东亚,湖北中博,2-0,胜
2011,中甲联赛,中甲联赛8轮,第8轮,2011-05-08,上海东亚,广东日之泉,2-1,胜
